FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
1152,American Airlines,6495,ATL,JFK,01-09-2024 00:31,01-09-2024 00:47,01-09-2024 02:31,01-09-2024 02:28,-3,,FALSE,TRUE,Boeing 737,N38869,101
1153,American Airlines,7120,JFK,SEA,01-09-2024 00:12,01-09-2024 00:26,01-09-2024 06:12,01-09-2024 06:07,-5,,TRUE,FALSE,Boeing 737,N65205,1029
1154,American Airlines,2755,ORD,MIA,01-09-2024 10:08,01-09-2024 10:11,01-09-2024 13:08,01-09-2024 13:10,2,Maintenance,TRUE,TRUE,Airbus A320,N88530,608
1155,American Airlines,6745,ORD,MIA,01-09-2024 09:08,01-09-2024 09:35,01-09-2024 14:08,01-09-2024 14:07,-1,,TRUE,TRUE,Airbus A320,N10475,151
1156,American Airlines,1373,ATL,SEA,01-09-2024 00:53,01-09-2024 00:54,01-09-2024 06:53,01-09-2024 07:10,17,Maintenance,FALSE,FALSE,Airbus A320,N18989,2389
1157,United,2099,ORD,BOS,01-09-2024 18:22,01-09-2024 18:24,01-09-2024 22:22,01-09-2024 22:27,5,Maintenance,TRUE,FALSE,Boeing 777,N38879,2410
1158,Southwest,1158,ORD,SFO,01-09-2024 17:39,01-09-2024 17:40,01-09-2024 19:39,01-09-2024 19:48,9,Air Traffic Control,TRUE,TRUE,Boeing 777,N62423,780
1159,Delta,4139,ATL,SEA,01-09-2024 01:35,01-09-2024 01:59,01-09-2024 07:35,01-09-2024 07:29,-6,,TRUE,TRUE,Boeing 777,N30769,369
1160,Delta,1422,JFK,MIA,01-09-2024 09:30,01-09-2024 09:55,01-09-2024 13:30,01-09-2024 13:42,12,Maintenance,TRUE,TRUE,Airbus A320,N84701,351
1161,American Airlines,6284,ATL,BOS,01-09-2024 02:19,01-09-2024 02:34,01-09-2024 04:19,01-09-2024 04:18,-1,,FALSE,TRUE,Airbus A320,N10989,2568
1162,Delta,2504,LAX,SEA,01-09-2024 07:44,01-09-2024 07:56,01-09-2024 10:44,01-09-2024 10:50,6,Air Traffic Control,FALSE,FALSE,Airbus A320,N21148,541
1163,United,1049,DFW,SEA,01-09-2024 09:19,01-09-2024 09:38,01-09-2024 13:19,01-09-2024 13:34,15,Weather,TRUE,TRUE,Boeing 777,N63424,1239
1164,Southwest,3544,ORD,JFK,01-09-2024 18:07,01-09-2024 18:28,02-09-2024 00:07,02-09-2024 00:29,22,Maintenance,FALSE,TRUE,Boeing 737,N40904,1402
1165,American Airlines,4458,JFK,SEA,01-09-2024 09:39,01-09-2024 10:03,01-09-2024 15:39,01-09-2024 15:45,6,Air Traffic Control,FALSE,FALSE,Boeing 737,N71342,1882
1166,American Airlines,2928,LAX,BOS,01-09-2024 14:32,01-09-2024 14:32,01-09-2024 18:32,01-09-2024 18:39,7,Weather,TRUE,FALSE,Airbus A320,N13957,1938
1167,Delta,3054,ATL,SFO,01-09-2024 05:01,01-09-2024 05:08,01-09-2024 09:01,01-09-2024 09:08,7,Maintenance,FALSE,FALSE,Boeing 737,N45319,1376
1168,American Airlines,1901,JFK,MIA,01-09-2024 17:31,01-09-2024 17:56,01-09-2024 23:31,01-09-2024 23:27,-4,,FALSE,TRUE,Airbus A320,N40821,2963
1169,Southwest,1699,JFK,BOS,01-09-2024 17:42,01-09-2024 17:58,01-09-2024 23:42,01-09-2024 23:39,-3,,TRUE,TRUE,Airbus A320,N87971,1654
1170,United,9026,ORD,SEA,01-09-2024 21:18,01-09-2024 21:23,02-09-2024 01:18,02-09-2024 01:24,6,Weather,FALSE,FALSE,Airbus A320,N46913,873
1171,United,5906,ORD,BOS,01-09-2024 15:37,01-09-2024 15:51,01-09-2024 17:37,01-09-2024 17:30,-7,,FALSE,TRUE,Boeing 777,N43942,2662
1172,American Airlines,4681,JFK,MIA,01-09-2024 20:36,01-09-2024 20:37,02-09-2024 02:36,02-09-2024 02:28,-8,,FALSE,TRUE,Boeing 737,N84277,1289
1173,United,6265,LAX,SFO,01-09-2024 01:14,01-09-2024 01:25,01-09-2024 06:14,01-09-2024 06:19,5,Maintenance,TRUE,FALSE,Airbus A320,N41944,2204
1174,United,4684,LAX,SEA,01-09-2024 12:40,01-09-2024 13:03,01-09-2024 16:40,01-09-2024 17:02,22,Air Traffic Control,FALSE,TRUE,Airbus A320,N83771,1827
1175,United,198,ORD,SFO,01-09-2024 05:54,01-09-2024 05:55,01-09-2024 08:54,01-09-2024 08:54,0,,TRUE,TRUE,Boeing 737,N66777,2485
1176,Southwest,8471,JFK,SEA,01-09-2024 20:02,01-09-2024 20:20,02-09-2024 02:02,02-09-2024 01:56,-6,,TRUE,FALSE,Boeing 777,N40685,242
1177,Delta,9378,ATL,MIA,01-09-2024 21:20,01-09-2024 21:24,02-09-2024 01:20,02-09-2024 01:49,29,Air Traffic Control,TRUE,FALSE,Airbus A320,N68435,1123
1178,Delta,3789,LAX,SFO,01-09-2024 08:48,01-09-2024 09:16,01-09-2024 14:48,01-09-2024 14:59,11,Weather,FALSE,TRUE,Boeing 737,N31345,2281
1179,Delta,993,ATL,BOS,01-09-2024 16:00,01-09-2024 16:08,01-09-2024 18:00,01-09-2024 18:05,5,Weather,TRUE,TRUE,Boeing 777,N56539,313
1180,American Airlines,7796,ORD,MIA,01-09-2024 11:22,01-09-2024 11:29,01-09-2024 13:22,01-09-2024 13:19,-3,,TRUE,TRUE,Airbus A320,N82835,1643
1181,Delta,4633,LAX,SFO,01-09-2024 15:47,01-09-2024 15:58,01-09-2024 19:47,01-09-2024 19:46,-1,,TRUE,TRUE,Boeing 777,N43207,372
1182,American Airlines,8598,ATL,BOS,01-09-2024 05:19,01-09-2024 05:29,01-09-2024 07:19,01-09-2024 07:42,23,Maintenance,FALSE,FALSE,Boeing 777,N43960,1899
1183,Delta,7832,LAX,SFO,01-09-2024 22:44,01-09-2024 22:50,02-09-2024 04:44,02-09-2024 04:36,-8,,TRUE,TRUE,Airbus A320,N70773,2416
1184,American Airlines,9011,JFK,SFO,01-09-2024 17:43,01-09-2024 18:13,01-09-2024 21:43,01-09-2024 21:49,6,Maintenance,FALSE,TRUE,Boeing 737,N44758,1810
1185,United,6348,JFK,MIA,01-09-2024 18:43,01-09-2024 19:09,01-09-2024 22:43,01-09-2024 23:07,24,Maintenance,FALSE,TRUE,Airbus A320,N90482,1740
1186,Southwest,1574,JFK,SFO,01-09-2024 12:00,01-09-2024 12:27,01-09-2024 14:00,01-09-2024 14:28,28,Maintenance,FALSE,TRUE,Airbus A320,N30970,128
1187,American Airlines,8955,JFK,MIA,01-09-2024 23:26,01-09-2024 23:27,02-09-2024 00:26,02-09-2024 00:55,29,Weather,FALSE,FALSE,Airbus A320,N52904,589
1188,Delta,3083,DFW,SEA,01-09-2024 11:14,01-09-2024 11:43,01-09-2024 16:14,01-09-2024 16:39,25,Weather,TRUE,TRUE,Airbus A320,N98542,2874
1189,United,7862,ORD,BOS,01-09-2024 01:30,01-09-2024 01:56,01-09-2024 06:30,01-09-2024 06:31,1,Air Traffic Control,TRUE,FALSE,Boeing 777,N77348,270
1190,American Airlines,787,ATL,BOS,01-09-2024 09:13,01-09-2024 09:36,01-09-2024 13:13,01-09-2024 13:12,-1,,FALSE,FALSE,Boeing 737,N58030,2242
1191,United,5166,ATL,SEA,01-09-2024 22:57,01-09-2024 22:57,01-09-2024 23:57,01-09-2024 23:48,-9,,TRUE,TRUE,Boeing 777,N90848,1423
1192,United,4312,ATL,JFK,01-09-2024 19:39,01-09-2024 19:57,01-09-2024 20:39,01-09-2024 20:44,5,Weather,FALSE,FALSE,Boeing 737,N70081,1959
1193,United,4514,DFW,BOS,01-09-2024 16:22,01-09-2024 16:45,01-09-2024 22:22,01-09-2024 22:40,18,Weather,TRUE,FALSE,Boeing 737,N74875,828
1194,United,9619,JFK,SFO,01-09-2024 14:07,01-09-2024 14:23,01-09-2024 17:07,01-09-2024 17:34,27,Maintenance,TRUE,TRUE,Airbus A320,N85530,1955
1195,Delta,4951,DFW,MIA,01-09-2024 01:17,01-09-2024 01:38,01-09-2024 03:17,01-09-2024 03:08,-9,,FALSE,FALSE,Airbus A320,N95713,805
1196,Delta,9850,ATL,SEA,01-09-2024 02:31,01-09-2024 02:58,01-09-2024 06:31,01-09-2024 06:32,1,Maintenance,FALSE,FALSE,Boeing 737,N81789,647
1197,United,9195,DFW,SFO,01-09-2024 23:33,02-09-2024 00:03,02-09-2024 00:33,02-09-2024 00:24,-9,,TRUE,TRUE,Boeing 777,N83647,2446
1198,United,3798,JFK,SEA,01-09-2024 10:25,01-09-2024 10:53,01-09-2024 11:25,01-09-2024 11:42,17,Air Traffic Control,FALSE,FALSE,Airbus A320,N74978,442
1199,Delta,9633,LAX,MIA,01-09-2024 01:11,01-09-2024 01:21,01-09-2024 05:11,01-09-2024 05:37,26,Maintenance,FALSE,FALSE,Boeing 737,N57623,1977
1200,United,9694,ATL,MIA,01-09-2024 17:32,01-09-2024 17:54,01-09-2024 22:32,01-09-2024 22:48,16,Weather,FALSE,FALSE,Boeing 777,N48942,1246
1201,United,8445,JFK,SFO,01-09-2024 06:54,01-09-2024 07:02,01-09-2024 07:54,01-09-2024 07:53,-1,,TRUE,FALSE,Boeing 777,N15094,1304
1202,Southwest,1732,ATL,SFO,01-09-2024 19:00,01-09-2024 19:18,01-09-2024 22:00,01-09-2024 21:50,-10,,TRUE,FALSE,Boeing 777,N25221,1368
1203,United,8473,DFW,JFK,01-09-2024 08:13,01-09-2024 08:28,01-09-2024 10:13,01-09-2024 10:16,3,Air Traffic Control,FALSE,FALSE,Airbus A320,N21132,228
1204,United,5334,LAX,BOS,01-09-2024 18:51,01-09-2024 19:07,01-09-2024 22:51,01-09-2024 23:17,26,Weather,TRUE,FALSE,Boeing 737,N37693,2198
1205,Southwest,2722,DFW,BOS,01-09-2024 23:52,02-09-2024 00:07,02-09-2024 02:52,02-09-2024 02:58,6,Weather,TRUE,FALSE,Boeing 737,N32704,1138
1206,United,732,JFK,SFO,01-09-2024 03:41,01-09-2024 03:50,01-09-2024 05:41,01-09-2024 05:49,8,Maintenance,TRUE,TRUE,Boeing 777,N16479,1122
1207,Southwest,5297,JFK,BOS,01-09-2024 00:49,01-09-2024 00:58,01-09-2024 01:49,01-09-2024 02:13,24,Maintenance,FALSE,FALSE,Airbus A320,N68626,2039
1208,Southwest,1365,DFW,SFO,01-09-2024 19:20,01-09-2024 19:26,01-09-2024 23:20,01-09-2024 23:17,-3,,TRUE,FALSE,Boeing 777,N39855,1431
1209,American Airlines,1332,JFK,SEA,01-09-2024 15:37,01-09-2024 16:06,01-09-2024 18:37,01-09-2024 18:28,-9,,TRUE,TRUE,Boeing 777,N35559,1993
1210,Southwest,5541,JFK,MIA,01-09-2024 02:22,01-09-2024 02:51,01-09-2024 08:22,01-09-2024 08:13,-9,,FALSE,FALSE,Boeing 737,N93943,2031
1211,Delta,8735,JFK,MIA,01-09-2024 06:56,01-09-2024 07:02,01-09-2024 12:56,01-09-2024 13:25,29,Maintenance,TRUE,FALSE,Boeing 777,N14382,1021
1212,United,2792,DFW,MIA,01-09-2024 19:27,01-09-2024 19:57,01-09-2024 23:27,01-09-2024 23:25,-2,,FALSE,TRUE,Boeing 777,N32950,1456
1213,Southwest,9074,ORD,MIA,01-09-2024 14:13,01-09-2024 14:42,01-09-2024 16:13,01-09-2024 16:38,25,Weather,TRUE,FALSE,Airbus A320,N40247,1826
1214,United,6375,JFK,MIA,01-09-2024 10:07,01-09-2024 10:34,01-09-2024 11:07,01-09-2024 11:26,19,Weather,FALSE,FALSE,Boeing 777,N83830,146
1215,Delta,4077,JFK,JFK,01-09-2024 21:44,01-09-2024 22:11,02-09-2024 00:44,02-09-2024 00:40,-4,,FALSE,TRUE,Boeing 777,N67645,903
1216,Delta,6327,ATL,BOS,01-09-2024 17:45,01-09-2024 18:00,01-09-2024 22:45,01-09-2024 22:39,-6,,TRUE,TRUE,Boeing 737,N56917,2535
1217,Southwest,446,JFK,SFO,01-09-2024 16:54,01-09-2024 17:09,01-09-2024 22:54,01-09-2024 22:53,-1,,TRUE,FALSE,Boeing 737,N48841,1344
1218,Delta,8345,ORD,SFO,01-09-2024 12:51,01-09-2024 13:07,01-09-2024 16:51,01-09-2024 17:09,18,Air Traffic Control,FALSE,FALSE,Airbus A320,N79003,2371
1219,Southwest,9578,LAX,BOS,01-09-2024 19:23,01-09-2024 19:28,01-09-2024 21:23,01-09-2024 21:29,6,Weather,FALSE,FALSE,Boeing 777,N43331,809
1220,Southwest,9682,ATL,SEA,01-09-2024 09:34,01-09-2024 09:56,01-09-2024 12:34,01-09-2024 12:25,-9,,TRUE,TRUE,Airbus A320,N82827,1267
1221,United,5644,DFW,SEA,01-09-2024 03:15,01-09-2024 03:15,01-09-2024 06:15,01-09-2024 06:36,21,Weather,TRUE,TRUE,Airbus A320,N68739,353
1222,Southwest,6022,LAX,BOS,01-09-2024 11:31,01-09-2024 11:53,01-09-2024 13:31,01-09-2024 13:30,-1,,TRUE,FALSE,Boeing 737,N36632,2782
1223,Delta,3474,JFK,JFK,01-09-2024 06:39,01-09-2024 07:05,01-09-2024 11:39,01-09-2024 11:38,-1,,TRUE,TRUE,Airbus A320,N40962,2902
1224,Delta,2715,ORD,BOS,01-09-2024 07:53,01-09-2024 08:11,01-09-2024 10:53,01-09-2024 11:16,23,Air Traffic Control,TRUE,TRUE,Boeing 777,N93144,2837
1225,United,4587,ATL,JFK,01-09-2024 17:48,01-09-2024 18:13,01-09-2024 18:48,01-09-2024 18:43,-5,,TRUE,FALSE,Airbus A320,N28904,1022
1226,Southwest,3704,ORD,SEA,01-09-2024 09:49,01-09-2024 10:17,01-09-2024 12:49,01-09-2024 13:17,28,Air Traffic Control,TRUE,FALSE,Boeing 777,N34837,739
1227,Delta,4366,ATL,JFK,01-09-2024 17:18,01-09-2024 17:19,01-09-2024 18:18,01-09-2024 18:19,1,Maintenance,FALSE,TRUE,Airbus A320,N96747,497
1228,Southwest,4840,JFK,SFO,01-09-2024 00:56,01-09-2024 01:08,01-09-2024 05:56,01-09-2024 06:01,5,Maintenance,TRUE,FALSE,Boeing 777,N69019,2890
1229,Southwest,9733,DFW,JFK,01-09-2024 04:00,01-09-2024 04:06,01-09-2024 10:00,01-09-2024 10:29,29,Maintenance,TRUE,TRUE,Boeing 737,N94794,792
1230,Delta,7535,LAX,SFO,01-09-2024 15:01,01-09-2024 15:23,01-09-2024 16:01,01-09-2024 16:20,19,Maintenance,FALSE,TRUE,Boeing 777,N29855,557
1231,Southwest,3878,LAX,SFO,01-09-2024 02:10,01-09-2024 02:32,01-09-2024 06:10,01-09-2024 06:40,30,Weather,FALSE,TRUE,Airbus A320,N99284,2801
1232,American Airlines,6583,ATL,MIA,01-09-2024 00:44,01-09-2024 00:58,01-09-2024 01:44,01-09-2024 01:47,3,Weather,TRUE,FALSE,Boeing 737,N78086,1650
1233,Southwest,6826,ATL,SFO,01-09-2024 14:32,01-09-2024 15:02,01-09-2024 19:32,01-09-2024 19:26,-6,,TRUE,FALSE,Boeing 737,N17614,2609
1234,Southwest,9110,ATL,SEA,01-09-2024 00:32,01-09-2024 00:52,01-09-2024 05:32,01-09-2024 05:26,-6,,FALSE,TRUE,Boeing 777,N47889,1081
1235,Delta,1160,LAX,BOS,01-09-2024 17:07,01-09-2024 17:20,01-09-2024 20:07,01-09-2024 20:00,-7,,TRUE,TRUE,Airbus A320,N63274,1754
1236,American Airlines,930,DFW,SEA,01-09-2024 22:43,01-09-2024 23:00,02-09-2024 03:43,02-09-2024 04:07,24,Weather,TRUE,TRUE,Airbus A320,N60305,1917
1237,United,4153,LAX,SEA,01-09-2024 11:55,01-09-2024 12:13,01-09-2024 17:55,01-09-2024 18:23,28,Maintenance,TRUE,TRUE,Boeing 777,N13630,1426
1238,Southwest,9231,ORD,JFK,01-09-2024 12:33,01-09-2024 12:35,01-09-2024 13:33,01-09-2024 13:36,3,Air Traffic Control,FALSE,TRUE,Airbus A320,N71779,937
1239,American Airlines,5042,DFW,JFK,01-09-2024 14:29,01-09-2024 14:56,01-09-2024 15:29,01-09-2024 15:35,6,Maintenance,FALSE,FALSE,Boeing 777,N93052,495
1240,Delta,8913,DFW,MIA,01-09-2024 01:39,01-09-2024 02:02,01-09-2024 05:39,01-09-2024 06:02,23,Air Traffic Control,TRUE,TRUE,Boeing 777,N29671,1069
1241,Southwest,7642,JFK,BOS,01-09-2024 10:10,01-09-2024 10:33,01-09-2024 13:10,01-09-2024 13:01,-9,,FALSE,TRUE,Boeing 737,N91883,989
1242,United,611,JFK,BOS,01-09-2024 12:27,01-09-2024 12:36,01-09-2024 16:27,01-09-2024 16:47,20,Air Traffic Control,FALSE,TRUE,Boeing 737,N73839,1968
1243,Southwest,8676,ORD,MIA,01-09-2024 01:07,01-09-2024 01:13,01-09-2024 03:07,01-09-2024 03:01,-6,,FALSE,TRUE,Airbus A320,N43766,2437
1244,Southwest,1751,ORD,JFK,01-09-2024 14:06,01-09-2024 14:13,01-09-2024 19:06,01-09-2024 19:27,21,Weather,TRUE,TRUE,Airbus A320,N97681,2972
1245,Southwest,692,JFK,SEA,01-09-2024 22:55,01-09-2024 23:19,02-09-2024 01:55,02-09-2024 02:14,19,Maintenance,FALSE,FALSE,Boeing 777,N78678,391
1246,United,3570,DFW,SEA,01-09-2024 14:26,01-09-2024 14:41,01-09-2024 17:26,01-09-2024 17:24,-2,,FALSE,TRUE,Boeing 777,N72045,2504
1247,American Airlines,9215,DFW,SEA,01-09-2024 02:13,01-09-2024 02:21,01-09-2024 06:13,01-09-2024 06:37,24,Air Traffic Control,FALSE,TRUE,Airbus A320,N37846,243
1248,American Airlines,8688,ATL,BOS,01-09-2024 23:48,01-09-2024 23:53,02-09-2024 05:48,02-09-2024 05:57,9,Air Traffic Control,TRUE,TRUE,Boeing 737,N72518,1005
1249,Southwest,3382,ORD,BOS,01-09-2024 20:26,01-09-2024 20:40,01-09-2024 23:26,01-09-2024 23:50,24,Maintenance,FALSE,FALSE,Boeing 737,N31156,1137
1250,United,9449,JFK,SFO,01-09-2024 02:52,01-09-2024 03:01,01-09-2024 06:52,01-09-2024 06:49,-3,,FALSE,FALSE,Airbus A320,N47896,2560
1251,United,7199,JFK,SFO,01-09-2024 04:26,01-09-2024 04:26,01-09-2024 08:26,01-09-2024 08:50,24,Maintenance,FALSE,TRUE,Boeing 737,N63384,2228
1252,American Airlines,4487,ORD,BOS,01-09-2024 20:25,01-09-2024 20:39,02-09-2024 00:25,02-09-2024 00:40,15,Air Traffic Control,FALSE,TRUE,Boeing 777,N46793,198
1253,United,6376,ORD,SFO,01-09-2024 01:20,01-09-2024 01:38,01-09-2024 05:20,01-09-2024 05:31,11,Air Traffic Control,FALSE,FALSE,Boeing 777,N31017,2950
1254,United,4746,DFW,JFK,01-09-2024 18:47,01-09-2024 18:57,01-09-2024 20:47,01-09-2024 20:55,8,Maintenance,FALSE,TRUE,Airbus A320,N91711,727
1255,Delta,5615,DFW,MIA,01-09-2024 13:02,01-09-2024 13:24,01-09-2024 14:02,01-09-2024 13:52,-10,,FALSE,FALSE,Airbus A320,N79514,844
1256,United,3726,DFW,SEA,01-09-2024 10:49,01-09-2024 11:13,01-09-2024 16:49,01-09-2024 16:50,1,Air Traffic Control,TRUE,FALSE,Boeing 777,N43135,1500
1257,Delta,695,JFK,MIA,01-09-2024 06:08,01-09-2024 06:26,01-09-2024 09:08,01-09-2024 09:02,-6,,FALSE,FALSE,Boeing 777,N72310,652
1258,American Airlines,247,LAX,SEA,01-09-2024 01:37,01-09-2024 01:39,01-09-2024 03:37,01-09-2024 03:59,22,Air Traffic Control,TRUE,TRUE,Boeing 737,N33262,371
1259,Delta,2554,ATL,SFO,01-09-2024 23:01,01-09-2024 23:12,02-09-2024 03:01,02-09-2024 02:57,-4,,FALSE,TRUE,Airbus A320,N81694,1795
1260,American Airlines,5886,ATL,BOS,01-09-2024 01:33,01-09-2024 01:37,01-09-2024 03:33,01-09-2024 03:39,6,Air Traffic Control,TRUE,TRUE,Boeing 737,N99354,417
1261,Delta,5641,ATL,SEA,01-09-2024 18:17,01-09-2024 18:35,02-09-2024 00:17,02-09-2024 00:19,2,Air Traffic Control,FALSE,TRUE,Boeing 777,N94016,2568
1262,American Airlines,4672,ATL,SEA,01-09-2024 09:22,01-09-2024 09:25,01-09-2024 12:22,01-09-2024 12:19,-3,,FALSE,FALSE,Boeing 737,N99255,1629
1263,American Airlines,3186,ATL,BOS,01-09-2024 15:45,01-09-2024 16:04,01-09-2024 19:45,01-09-2024 19:53,8,Air Traffic Control,TRUE,TRUE,Airbus A320,N20439,1402
1264,American Airlines,4164,ORD,JFK,01-09-2024 12:33,01-09-2024 13:00,01-09-2024 14:33,01-09-2024 14:46,13,Maintenance,TRUE,TRUE,Airbus A320,N81234,1700
1265,United,1205,JFK,MIA,01-09-2024 07:08,01-09-2024 07:26,01-09-2024 10:08,01-09-2024 10:37,29,Weather,TRUE,FALSE,Airbus A320,N13144,2799
1266,Southwest,2144,LAX,SEA,01-09-2024 03:34,01-09-2024 03:53,01-09-2024 09:34,01-09-2024 09:39,5,Maintenance,TRUE,TRUE,Airbus A320,N54430,1640
1267,American Airlines,1739,DFW,JFK,01-09-2024 11:24,01-09-2024 11:49,01-09-2024 12:24,01-09-2024 12:17,-7,,FALSE,TRUE,Boeing 777,N85559,2644
1268,Southwest,8892,JFK,SEA,01-09-2024 08:10,01-09-2024 08:24,01-09-2024 14:10,01-09-2024 14:10,0,,FALSE,FALSE,Boeing 737,N42917,2443
1269,United,9425,ATL,MIA,01-09-2024 13:44,01-09-2024 13:46,01-09-2024 14:44,01-09-2024 14:35,-9,,TRUE,TRUE,Boeing 737,N48181,2215
1270,Southwest,1406,LAX,MIA,01-09-2024 03:30,01-09-2024 03:53,01-09-2024 05:30,01-09-2024 05:47,17,Maintenance,TRUE,TRUE,Airbus A320,N77639,2805
1271,United,5161,ATL,MIA,01-09-2024 23:23,01-09-2024 23:51,02-09-2024 05:23,02-09-2024 05:51,28,Air Traffic Control,TRUE,FALSE,Boeing 737,N56065,1487
1272,Delta,6748,LAX,BOS,01-09-2024 23:48,01-09-2024 23:48,02-09-2024 04:48,02-09-2024 04:51,3,Maintenance,TRUE,FALSE,Airbus A320,N61976,1818
1273,United,8500,LAX,SFO,01-09-2024 16:42,01-09-2024 16:56,01-09-2024 20:42,01-09-2024 20:48,6,Weather,FALSE,FALSE,Boeing 737,N85131,2448
1274,American Airlines,9285,LAX,JFK,01-09-2024 08:56,01-09-2024 09:09,01-09-2024 10:56,01-09-2024 11:16,20,Weather,TRUE,FALSE,Boeing 777,N31808,2071
1275,Southwest,9680,ATL,JFK,01-09-2024 22:33,01-09-2024 22:35,02-09-2024 02:33,02-09-2024 02:28,-5,,FALSE,FALSE,Boeing 777,N82554,1686
1276,Delta,9202,ATL,JFK,01-09-2024 16:54,01-09-2024 17:00,01-09-2024 22:54,01-09-2024 23:01,7,Weather,TRUE,TRUE,Boeing 777,N52229,263
1277,United,3534,ORD,JFK,01-09-2024 12:03,01-09-2024 12:22,01-09-2024 14:03,01-09-2024 14:17,14,Weather,FALSE,TRUE,Airbus A320,N68708,463
1278,United,1818,ORD,SFO,01-09-2024 22:28,01-09-2024 22:52,02-09-2024 03:28,02-09-2024 03:49,21,Air Traffic Control,TRUE,TRUE,Boeing 737,N93968,1388
1279,American Airlines,8237,ORD,MIA,01-09-2024 22:05,01-09-2024 22:22,02-09-2024 02:05,02-09-2024 02:13,8,Maintenance,TRUE,FALSE,Boeing 737,N29744,496
1280,Southwest,4869,LAX,JFK,01-09-2024 01:10,01-09-2024 01:21,01-09-2024 05:10,01-09-2024 05:37,27,Air Traffic Control,FALSE,FALSE,Boeing 777,N13371,1489
1281,Delta,5035,ATL,JFK,01-09-2024 16:59,01-09-2024 17:01,01-09-2024 20:59,01-09-2024 21:18,19,Maintenance,FALSE,FALSE,Boeing 777,N49568,919
1282,Delta,5134,DFW,BOS,01-09-2024 17:41,01-09-2024 18:10,01-09-2024 18:41,01-09-2024 19:10,29,Weather,FALSE,TRUE,Boeing 737,N15131,2492
1283,United,7523,LAX,MIA,01-09-2024 17:52,01-09-2024 18:21,01-09-2024 19:52,01-09-2024 20:18,26,Maintenance,TRUE,TRUE,Boeing 777,N29470,291
1284,American Airlines,3472,JFK,SFO,01-09-2024 03:45,01-09-2024 03:57,01-09-2024 05:45,01-09-2024 06:05,20,Maintenance,TRUE,TRUE,Airbus A320,N99290,1552
1285,Delta,9895,LAX,JFK,01-09-2024 00:43,01-09-2024 01:01,01-09-2024 01:43,01-09-2024 01:42,-1,,TRUE,FALSE,Boeing 737,N48953,1812
1286,United,9231,JFK,JFK,01-09-2024 04:07,01-09-2024 04:18,01-09-2024 05:07,01-09-2024 05:24,17,Maintenance,TRUE,TRUE,Boeing 737,N17765,2439
1287,American Airlines,2029,DFW,JFK,01-09-2024 13:06,01-09-2024 13:20,01-09-2024 17:06,01-09-2024 17:03,-3,,FALSE,FALSE,Boeing 777,N46887,1961
1288,United,6116,JFK,MIA,01-09-2024 21:58,01-09-2024 22:28,02-09-2024 01:58,02-09-2024 02:26,28,Maintenance,TRUE,TRUE,Airbus A320,N89146,2629
1289,Southwest,1984,JFK,MIA,01-09-2024 19:33,01-09-2024 19:42,01-09-2024 22:33,01-09-2024 22:30,-3,,FALSE,FALSE,Boeing 737,N77278,966
1290,Delta,389,LAX,BOS,01-09-2024 00:24,01-09-2024 00:39,01-09-2024 06:24,01-09-2024 06:34,10,Air Traffic Control,FALSE,TRUE,Airbus A320,N13475,804
1291,American Airlines,1942,LAX,JFK,01-09-2024 07:32,01-09-2024 07:53,01-09-2024 11:32,01-09-2024 11:28,-4,,FALSE,FALSE,Boeing 777,N61569,1769
1292,United,6754,JFK,SEA,01-09-2024 23:52,02-09-2024 00:20,02-09-2024 04:52,02-09-2024 04:54,2,Weather,FALSE,FALSE,Boeing 737,N39271,2196
1293,United,8737,LAX,JFK,01-09-2024 18:50,01-09-2024 18:51,01-09-2024 23:50,02-09-2024 00:01,11,Maintenance,TRUE,FALSE,Boeing 737,N66485,940
1294,Delta,4167,DFW,SEA,01-09-2024 17:29,01-09-2024 17:29,01-09-2024 23:29,01-09-2024 23:42,13,Weather,FALSE,FALSE,Airbus A320,N61069,2288
1295,United,8334,JFK,JFK,01-09-2024 05:54,01-09-2024 06:10,01-09-2024 11:54,01-09-2024 11:55,1,Air Traffic Control,FALSE,FALSE,Boeing 737,N89042,2617
1296,United,4325,LAX,BOS,01-09-2024 02:43,01-09-2024 02:55,01-09-2024 07:43,01-09-2024 07:36,-7,,FALSE,TRUE,Airbus A320,N84822,2113
1297,Southwest,3055,LAX,MIA,01-09-2024 17:23,01-09-2024 17:28,01-09-2024 18:23,01-09-2024 18:46,23,Weather,TRUE,FALSE,Airbus A320,N91453,2523
1298,American Airlines,4566,DFW,SEA,01-09-2024 15:07,01-09-2024 15:32,01-09-2024 17:07,01-09-2024 17:14,7,Air Traffic Control,TRUE,FALSE,Airbus A320,N89751,611
1299,American Airlines,3269,JFK,SFO,01-09-2024 05:21,01-09-2024 05:45,01-09-2024 06:21,01-09-2024 06:30,9,Weather,FALSE,FALSE,Boeing 737,N85106,2935
1300,United,9268,DFW,BOS,01-09-2024 11:48,01-09-2024 11:48,01-09-2024 15:48,01-09-2024 15:53,5,Maintenance,TRUE,TRUE,Boeing 777,N30744,276
1301,Southwest,2578,DFW,SEA,01-09-2024 06:53,01-09-2024 06:58,01-09-2024 08:53,01-09-2024 09:03,10,Air Traffic Control,FALSE,TRUE,Airbus A320,N80359,1183
